factor_1,factor_2,factor_3,factor_4,factor_5,factor_6,year
-0.15946579360036475,-0.11197476558146158,-0.03639678290894404,-0.1256429124704823,-0.08999287905493937,-0.18879814805941825,2018
-0.15946579387078416,-0.11197475607148147,-0.03639678196461387,-0.12745358066875961,-0.13874190481626705,-0.12869683746993832,2018
-0.15946579391049073,-0.11197475902475615,-0.03639678217570566,-0.12900165006794787,-0.06969411846702352,-0.26621138226148394,2018
-0.15946579374575331,-0.11197476560748441,-0.03639678257314049,-0.1292270342684279,-0.1446635387143368,-0.4251867309638185,2018
-0.1594657936283669,-0.11197476568894442,-0.03639678267981714,-0.1251137616899661,-0.1067332188440862,-0.4099825470519526,2018
-0.15946579303444705,-0.11197476513120083,-0.03639678268880645,-0.12604968819244403,-0.0866770247121158,-0.23018484094340416,2018
-0.1594657932261642,-0.11197476563389079,-0.03639678257767222,-0.12726813191397293,-0.14080617314602725,-0.27447950147409206,2018
-0.15946579014637727,-0.1119747561540956,-0.03639679010558438,-0.09230798212828609,10.040711360784362,-0.02399045004460699,2018
-0.1594657934628441,-0.11197476594623186,-0.03639678279597006,-0.12957913377630054,-0.1392975077022366,-0.35363055498451684,2018
-0.1594657934893284,-0.11197476593973557,-0.03639678254374495,-0.12964493767776858,-0.1255775937454949,-0.3938179899606597,2018
-0.1594657932330541,-0.11197476568928065,-0.03639678287952358,-0.11945330505700089,-0.1340105188644383,-0.271669966022724,2018
-0.15946579365053992,-0.1119747653972125,-0.03639678270100995,-0.12888458376842624,-0.1348091346185904,-0.3847159427965644,2018
-0.15946579341878528,-0.11197476531446127,-0.03639678249439954,-0.12055999110339899,-0.06216023305109889,-0.3585079699392833,2018
-0.15946579370691258,-0.11197476599673932,-0.03639678267444332,-0.12988063065787117,-0.11942166832055709,-0.42797214673323186,2018
-0.15946579318725612,-0.11197476572166185,-0.036396782727443705,-0.12656927980335908,-0.14740476589641954,-0.24619073048212575,2018
-0.15946579341327538,-0.11197476414406825,-0.036396782683365395,-0.12567796858376382,-0.1402631071386256,-0.20427970033556234,2018
-0.15946579354796386,-0.11197476591050325,-0.0363967826401037,-0.12941954911822173,-0.1170236796995524,-0.4147887539266277,2018
-0.15946579327065175,-0.111974765326971,-0.03639678288053029,-0.1185690675772373,-0.1140739858664885,-0.24958444578509867,2018
-0.15946579295102972,-0.11197476513377207,-0.03639678327843952,-0.11708559193467206,-0.1208201871312024,0.059523833867980186,2018
-0.15946579299605865,-0.11197476552365249,-0.03639678302730773,-0.12029291447873205,-0.13454312717745104,-0.20449120705282123,2018
-0.1594658124545879,-0.11197475846303705,-0.03639681403369283,12.687308274961646,-0.535988930808617,-0.06241980033890189,2018
-0.15946580149968706,-0.11197476274280141,-0.03639679671532879,5.49702351934117,-0.3337605036112516,-0.088564755033485,2018
-0.1594657931516909,-0.11197476554179914,-0.03639678276114853,-0.11909916408207777,-0.13528025893271386,-0.09019025662465527,2018
-0.15946579333929287,-0.11197476576142418,-0.03639678245592947,-0.1252745398430543,-0.03865991816864235,-0.2925841493087829,2018
-0.1594658019191197,-0.11197476140525552,-0.036396797601331125,5.855435621838095,-0.0165856412534329,0.08016293515230474,2018
-0.15946579372893577,-0.11197476253139152,-0.03639678252873537,-0.11488257027172642,0.01118912086001381,-0.2859295947959983,2018
-0.1594657935118565,-0.11197476274267285,-0.0363967823877191,-0.12280777494951853,0.12081919571081791,-0.29672066240735423,2018
-0.15946579317399567,-0.11197476461899093,-0.03639678346881254,-0.10276539265154983,0.312576137258145,-0.26803549265548304,2018
-0.15946580584392958,-0.1119747609122849,-0.03639680374093654,8.300262758231908,-0.3882837183921868,-0.16167647069246757,2018
-0.15946579309801726,-0.11197476563989749,-0.03639678263955437,-0.12161855704738486,-0.13297416961536956,-0.25242261031537716,2018
-0.1594657929186661,-0.11197476551669282,-0.03639678239864846,-0.1271758381120953,-0.13773110778775355,-0.16935499260983344,2018
-0.1594657933245411,-0.1119747658686194,-0.03639678249249669,-0.12903976422128696,-0.15488955359299433,-0.22271185168778088,2018
-0.15946579334702665,-0.11197476584591222,-0.036396782859411385,-0.12212674680809314,-0.14776519923629147,-0.3125640985125415,2018
-0.15946579331620034,-0.1119747657985641,-0.03639678262563899,-0.1268404929717133,-0.1487896615019566,-0.30977492282244495,2018
-0.15946579322993798,-0.11197476578334366,-0.03639678284473062,-0.12723714151903048,-0.15316889028145977,-0.15800201968413183,2018
-0.15946579342281536,-0.1119747651078111,-0.03639678276271938,-0.12783903609543623,-0.12529949698449183,-0.1536034164679589,2018
-0.1594657926500092,-0.11197476553683643,-0.03639678294654145,-0.1281023849176035,-0.1191893016805485,-0.15458514809629909,2018
-0.159465792765334,-0.11197476555367407,-0.036396783218450655,-0.1269222034411129,-0.14366090542772017,-0.2647421041427208,2018
-0.15946579319675494,-0.11197476559616543,-0.036396782680359445,-0.12755581231565374,-0.1287609041416058,-0.2670903614297056,2018
-0.15946579316876425,-0.11197476495337465,-0.03639678246181991,-0.11866484111116839,-0.1022181549107204,-0.1719137328766629,2018
-0.15946579308126807,-0.11197476571686359,-0.03639678317668962,-0.12748988195973915,-0.14292922557867235,-0.27944877174090027,2018
-0.1594657929387447,-0.11197476565558563,-0.03639678293625449,-0.12777937040261608,-0.14540479126066141,-0.26676682929935513,2018
-0.1594657931826763,-0.11197476543239876,-0.03639678220527253,-0.12895416733347734,-0.14470948555989108,-0.3105578254686976,2018
-0.1594657926384344,-0.11197476552580654,-0.03639678290201291,-0.12918730254955435,-0.1265734896624607,-0.25950371813650813,2018
-0.15946579297942012,-0.11197476584333543,-0.03639678201023089,-0.1285826512111207,-0.15213110228036636,-0.3122866057824505,2018
-0.1594657933664237,-0.11197476576671102,-0.036396782558452676,-0.12689592690097706,0.05376113220780875,-0.28078166624068535,2018
-0.15946579297981633,-0.1119747655587402,-0.03639678217614906,-0.12751441899072388,-0.1288186329488605,-0.1915235088693174,2018
-0.15946579306621228,-0.11197476565652956,-0.03639678220492653,-0.12597952295898435,-0.14512996862646652,-0.2758395853282196,2018
-0.15946579344620174,-0.11197476531708125,-0.036396782757324275,-0.1262734297348224,-0.034874938740528494,-0.3214992843358196,2018
-0.15946579324347862,-0.11197476567334454,-0.036396782494599524,-0.12780391796021123,-0.13210522722219586,-0.21656617900109681,2018
-0.1594657937034076,-0.1119747638292636,-0.036396782544199445,-0.11641338904269306,-0.1565658636243431,-0.33209768947647283,2018
0.5504486744821065,-0.14440885836944975,1.0213087370340057,-0.10856254567573415,-0.12315487189978945,3.3945354001650165,2018
5.55798728668546,0.5399540506948717,-4.877327058865745,-0.13399144668401186,-0.37706155679054465,-0.38040253919241396,2018
1.167633235931333,-0.04162809561177074,0.02462903742649128,-0.11439752030551154,-0.1792975784501644,3.828712493555515,2018
4.319109386663984,-0.3165888893264752,6.636257398477127,0.0019355274672893834,0.059069220676312775,0.025108778241579505,2018
2.1354729407504442,0.0096750087969806,0.0691345427611077,-0.10722256366561077,-0.21083603961431202,6.017741531591078,2018
2.2485379824539717,0.01566834398551061,0.07433376850311105,-0.10621102659703739,-0.1628254588104715,5.4540817125261585,2018
-0.15946577181872656,-0.11197476455957708,-0.03639678246491745,-0.13067187233244995,-0.21448489361684508,8.441472749435704,2018
2.69085304123846,0.03911451580511972,0.09467334489487246,-0.10132508944482084,-0.2257909526260453,5.664446777702729,2018
-0.15946578519736096,-0.11197476527458512,-0.03639678237299887,-0.12935929680696415,-0.18438567306579862,3.6199651839385805,2018
3.0272645573416606,0.05694696728187415,0.11014302312328805,-0.09506091830985078,-0.21185464280367866,1.6002840230161257,2018
-0.15946579085411383,-0.11197476407682991,-0.036396783804700766,-0.12114130810450449,0.0028357625542590756,0.6834210119733979,2018
-0.1594656847478801,-0.11197475300436173,-0.0363968746080092,-0.11979889770515019,-0.11613833573952342,0.12743365240962878,2018
-0.15946578758690447,-0.11197476516072076,-0.036396783308322106,-0.1248327849837923,-0.11271438089018397,1.3981814564562933,2018
-0.15946579144989842,-0.11197476454663428,-0.03639678361475214,-0.12307083018140333,-0.07265883173689734,0.8229578047793945,2018
-0.15946578896713443,-0.11197476469171791,-0.036396784155882,-0.12422926821376302,-0.11114913156774561,1.1512611273760331,2018
-0.1594657918856097,-0.11197476492665254,-0.0363967828971729,-0.1253611861242825,-0.11472693375665304,0.4989600458996515,2018
1.3923756676404186,0.06497293357735896,-1.3503308342835763,-0.1262206511956761,-0.17552372774607852,0.3434976825002332,2018
-0.1594657916266278,-0.11197476565818472,-0.03639678413489655,-0.12813863655437094,-0.13844874502602442,0.13618855544764175,2018
-0.15946579325715113,-0.11197476576689513,-0.03639678251228646,-0.12760131637715588,-0.14581844615013295,-0.2745136469391646,2018
-0.15946579286598972,-0.111974764572303,-0.036396783248641956,-0.12377641203449488,-0.11435104494014281,0.1882935733938482,2018
-0.15946579339165176,-0.11197476579088614,-0.036396782563765065,-0.1278386265283541,-0.1305520299530405,-0.31578217146055665,2018
-0.15946579351424311,-0.11197476583990203,-0.03639678272101343,-0.12420082528465907,-0.1138981251465334,-0.21884789252645093,2018
-0.15946579274846093,-0.11197476562936667,-0.03639678316994246,-0.1250545164783461,-0.13806496640560723,-0.27391510939772523,2018
-0.15946579328943922,-0.11197476571753015,-0.03639678266642068,-0.12794492535918836,-0.14399050285755477,-0.27360505396616325,2018
-0.15946579302230418,-0.11197476561903445,-0.03639678243665442,-0.11953001311144912,-0.08028467083958006,-0.3054972646727735,2018
-0.1594657918690253,-0.1119747655394847,-0.0363967829650583,-0.12721180217338443,-0.12202035838260433,0.40647606368195544,2018
-0.15946579325395324,-0.11197476572041092,-0.03639678271585307,-0.12724967405908258,-0.13589487025496436,-0.3044192297537706,2018
-0.1594657934359319,-0.11197476566275928,-0.0363967826176006,-0.12640081405484968,-0.09190259488256076,-0.3119446341923243,2018
-0.15946579249394177,-0.11197476572627835,-0.03639678233415997,-0.1279668944146158,-0.14155292411185882,-0.2690670887382814,2018
-0.15946579346783415,-0.11197476389933034,-0.03639678219172804,-0.11606441341780967,-0.15604922972098476,-0.2810127282286817,2018
-0.15946579039941963,-0.11197476523178124,-0.036396783787317324,-0.1254160070585257,-0.13817219235434075,0.4626422862078923,2018
-0.15946579351270074,-0.11197476486417736,-0.036396782747179626,-0.12351767891681341,-0.14289590707106056,-0.3416605061589885,2018
-0.1594657932794699,-0.1119747658920932,-0.03639678270201836,-0.12810706926578824,-0.15074721217944065,-0.2761195133208472,2018
-0.15946579340086459,-0.11197476444629058,-0.03639678248319331,-0.12765173683897,-0.14150799114092252,-0.2925656763345436,2018
-0.15946579062645633,-0.11197475723403841,-0.03639678865274226,-0.09283179532425818,8.672991871559827,0.009826256656054789,2018
-0.15946579303912953,-0.1119747652537378,-0.03639678284952394,-0.12332748593328358,-0.10782032683167173,-0.1433974354947631,2018
-0.15946579273078582,-0.11197476460356448,-0.03639678336377674,-0.12309695569593582,-0.10449191040892927,-0.10428230333928652,2018
-0.15946579264588553,-0.11197476505419936,-0.03639678321637778,-0.1235784131302484,-0.08285251692888186,-0.042109326590708075,2018
-0.15946579320387458,-0.11197476524729572,-0.03639678280714078,-0.12335195279755753,-0.10435826623931001,-0.20230328129823016,2018
-0.1594657931024467,-0.11197476548807925,-0.03639678263317438,-0.126552161954554,-0.12229896273244627,-0.25007952400581535,2018
-0.1594657930396792,-0.11197476540116462,-0.03639678291938082,-0.12374150452600148,-0.10279597671619174,-0.19262020264983057,2018
-0.15946579280195305,-0.111974765168079,-0.03639678244041897,-0.1278758254021964,-0.1474802060538789,-0.16329386991481315,2019
-0.15946579090618643,-0.11197476537737845,-0.03639678038444283,-0.126796762887941,-0.15067908626930746,0.32454410522503135,2019
-0.15946579314273257,-0.11197476503890887,-0.03639678273117234,-0.1221230105226615,-0.11018615237887304,0.005623882382663965,2019
-0.15946579317490542,-0.11197476538803089,-0.03639678288135222,-0.1238892543209151,-0.07840109799506281,-0.16085824350774527,2019
-0.1594657929688936,-0.1119747651918267,-0.03639678271103285,-0.12415692877265018,-0.12224000768681756,-0.2668759026127998,2019
-0.15946580692052095,-0.11197475905758002,-0.03639680419934538,8.70575890794517,-0.42727256955883813,-0.1681198014488028,2019
-0.15946579306708503,-0.11197476569342948,-0.03639678281803077,-0.12493785938604812,-0.1463636322329465,-0.303524458356667,2019
-0.15946579326323573,-0.111974765284348,-0.03639678274971873,-0.12711519372988858,-0.13012913860813116,-0.27992833598342665,2019
-0.6584034891511135,8.915531189030458,0.7337242089689612,-0.14655978415137802,-0.5203430338066241,-0.11201251412821728,2019
-0.15946579300845554,-0.1119747648173761,-0.03639678220031814,-0.12641329513195596,-0.07961452642744865,-0.3003323064353046,2019
-0.15946579132098562,-0.11197476541852847,-0.03639677939360187,-0.12377409706246759,-0.09851902232099545,-0.3090952879398457,2019
-0.15946579099076302,-0.11197476484380257,-0.03639678032101214,-0.12212416217372896,-0.12151085802060874,0.14194257376514774,2019
-0.1594657917230473,-0.11197476510441816,-0.036396779973989324,-0.12735167687313179,-0.1550548938382957,-0.13075368657895087,2019
-0.15946579328624824,-0.11197476566742519,-0.03639678261407073,-0.11591769633462255,-0.14041895255370476,-0.23061258590632952,2019
-0.15946579264459387,-0.11197476560431523,-0.036396783417957594,-0.1282355162036169,-0.1533022973235547,-0.2341937381482471,2019
-0.15946579278292183,-0.11197476580164299,-0.036396782502025334,-0.12760782660057388,-0.15090205293873657,-0.2718855303409233,2019
-0.15946579336087266,-0.11197476569885584,-0.03639678241988195,-0.12787676639865472,-0.151915369822397,-0.2550334632591199,2019
-0.1594657931714252,-0.11197476583472135,-0.036396782155103065,-0.12901175788472113,-0.15593073939586014,-0.21608237194049545,2019
1.6316365067096363,2.76167628628546,-1.4507486109895307,1.986308459236874,6.752418457870613,-0.0063285693552202,2019
-0.15946579309154102,-0.11197476541384377,-0.03639678253757636,-0.1260792095989337,-0.08635541666965987,-0.22343145447594218,2019
-0.15946579208072215,-0.11197476264119748,-0.03639678210213697,-0.11878208568451912,-0.08837863794508409,0.0589002767569376,2019
-0.15946579014637727,-0.1119747561540956,-0.03639679010558438,-0.09230798212828609,10.040711360784362,-0.02399045004460699,2019
-0.15946579343335684,-0.1119747650125562,-0.03639678292886045,-0.12407038148155636,-0.060429307004195694,-0.3218581618653049,2019
-0.15946579336339067,-0.1119747658781343,-0.036396782974494224,-0.1288609492374934,-0.1217671781803527,-0.28600977712288433,2019
-0.15946579335574956,-0.1119747657087015,-0.0363967826960577,-0.12820402307389794,-0.12891229096214032,-0.2729751141883356,2019
-0.15946579325173196,-0.11197476444989325,-0.03639678278747866,-0.12140866749297967,-0.007332036129158077,-0.1045310278844445,2019
-0.1594657927251843,-0.11197476536031653,-0.0363967829359115,-0.12765932642193356,-0.13746158224851657,-0.2298036331107858,2019
-0.15946579267644767,-0.11197476555699375,-0.03639678327655096,-0.1265382256476274,-0.15327912470127486,-0.22035251478204645,2019
-0.15946579288515986,-0.11197476513813408,-0.03639678293842594,-0.12801232132518442,-0.14052433680692622,-0.2393793913836848,2019
-0.1594657933198909,-0.11197476551582988,-0.03639678284723692,-0.1266879949484377,-0.1348379472588451,-0.17361869990885087,2019
-0.15946579341164382,-0.1119747653671627,-0.03639678266223568,-0.12351924090786778,-0.14628270689752432,-0.3030004045223046,2019
-0.15946579296146843,-0.11197476416701498,-0.03639678323323736,-0.1163744558434489,-0.002731388049778217,0.007965455416691749,2019
-0.1594657932640678,-0.1119747656627828,-0.03639678259050695,-0.12757430838728978,-0.13233850366531227,-0.2836950917741532,2019
-0.15946579330335545,-0.11197476529642109,-0.036396782668045635,-0.1278683544310971,-0.13922294266486324,-0.3044491620597035,2019
-0.15946579357800067,-0.11197476588952417,-0.03639678268288928,-0.12901996065323168,-0.03562365809356834,-0.32334763796420674,2019
-0.15946579345359516,-0.11197476580604272,-0.03639678265204726,-0.1285665459721786,-0.13887778517062715,-0.3286096048060746,2019
-0.15946579112514703,-0.1119747580138957,-0.03639678910555469,-0.09825735926011883,8.472585464183684,-0.06895840185457132,2019
-0.1594657931785524,-0.11197476575198252,-0.03639678240097909,-0.12816626774243636,-0.14738616148813666,-0.2716471962374367,2019
-0.1594657912105784,-0.11197475771626933,-0.03639678905514403,-0.0938045585268919,8.451458798953338,-0.07468472293366155,2019
-0.15946579418319357,-0.11197475104505689,-0.0363967817378119,-0.12526864576389746,-0.07266128334014983,-0.1493005238099541,2019
-0.15946579268108152,-0.11197476456435249,-0.036396782627016934,-0.11579556898187764,-0.12607091208367535,0.35288971696516835,2019
-0.1594657787798047,-0.11197476453225541,-0.0363967854782238,-0.1324195255889266,-0.21496188576251357,7.989121372791448,2019
4.972614092612309,0.473207257841081,-4.381695387220496,-0.13597287758816043,-0.3401801187211166,0.29365919883420827,2019
1.903482123470163,-0.002622326433864509,0.05846659191547447,-0.10645355880316985,-0.16857685961139157,2.1501190216026043,2019
-0.1594657814276838,-0.1119747636215906,-0.03639678875299129,-0.12485428418527629,-0.14661058604462232,3.4292835758970552,2019
-0.1594657889416699,-0.11197476476141205,-0.03639678557241712,-0.12921223165895773,-0.12290976905238607,1.4734346691925195,2019
4.3989961892505915,-0.3202387036251525,6.755281191840991,0.003934605367876095,0.05998099367248636,-0.03860557768839826,2019
4.209297588698381,0.11960400016182224,0.16449807366284966,-0.08371281225867211,-0.21940302579415222,2.9107426278256923,2019
-0.1594657768950547,-0.111974763908846,-0.036396781203210805,-0.12878043362130653,-0.15388007825772138,4.247506018757413,2019
2.700077786861151,0.039603499386246147,0.09509754397205095,-0.10013285899312789,-0.131361467941134,3.9014669046436325,2019
-0.15946577561598937,-0.11197476521935006,-0.03639676601088586,-0.12704180748697813,-0.07388598278379986,1.700277292426414,2019
1.9514757138600656,-7.828941312653893e-05,0.06067355301897766,-0.10925148497389389,-0.19253006509730902,4.1172628300174345,2019
2.442194283902605,0.02593364860772403,0.08323893175893343,-0.10036395650194294,-0.17355865150782895,1.701966374508274,2019
-0.15946579336093714,-0.11197476289931693,-0.036396782586110975,-0.124417716631806,-0.07471570781894811,-0.25220991849263535,2019
-0.15946579330596775,-0.11197476598233568,-0.03639678212950423,-0.12948345870064917,-0.02494215242951997,-0.3606850882141256,2019
-0.15946579334750685,-0.11197476559660699,-0.03639678269953738,-0.12885648458759433,-0.1506279583947728,-0.32458606505696186,2019
-0.15946579369523314,-0.11197476591383503,-0.036396782663497565,-0.12924760495225243,-0.09827597420951618,-0.3532982731020415,2019
-0.1594657932390043,-0.11197476499698589,-0.03639678232351637,-0.12134707007982691,-0.12260045152035623,-0.2749869611870369,2019
-0.15946579344138456,-0.11197476547430087,-0.036396782526699784,-0.12831204730288903,-0.10231822410873655,-0.30683494778490616,2019
-0.15946579235827352,-0.11197476568818919,-0.036396782653645925,-0.12663996673816594,-0.13123863283208012,-0.22320361800422037,2019
-0.15946579358657292,-0.11197476593785632,-0.03639678257807072,-0.12837947797477642,-0.09310025133562383,-0.41354358296079274,2019
-0.15946579345746378,-0.11197476532161565,-0.0363967827628358,-0.12459693528817053,-0.08851531526309027,-0.34386063510638715,2019
-0.15946579272541087,-0.11197476454449089,-0.03639678335982174,-0.1112748511439588,0.07042846583149483,0.05317445967596979,2019
-0.15946579343110737,-0.11197476561932548,-0.03639678319886698,-0.1256484536294267,-0.11154191529793642,-0.28570887675230217,2019
-0.15946579335174832,-0.11197476567865344,-0.03639678276943182,-0.1230578726220988,-0.1314937517698965,-0.3032653189226492,2019
-0.1594657928665332,-0.1119747657195193,-0.0363967829266638,-0.12429550225303077,-0.14425647992210777,-0.20853403135459028,2019
-0.15946579309640865,-0.11197476588262585,-0.036396782653377466,-0.12363300282061519,-0.15462433031535722,-0.07707545394666612,2019
-0.15946579321459614,-0.11197476564102572,-0.03639678270101971,-0.1259334708262384,-0.13730739830374528,-0.30390648920190066,2019
-0.15946579331321756,-0.11197476545294924,-0.03639678279631552,-0.12820894067761993,-0.02082110319621045,-0.26791118908027417,2019
-0.15946579318918871,-0.1119747656382589,-0.03639678304994724,-0.12915361713420562,-0.14329436120717648,-0.31297660966354185,2019
-0.1594657921887574,-0.11197476579398358,-0.03639678194906692,-0.12236951174898728,-0.16850712950199168,0.03486931696661878,2019
-0.15946579312929313,-0.11197476547605055,-0.03639678291088058,-0.1276107283221536,-0.1483533856476325,-0.28535473929595834,2019
-0.15946579345393824,-0.1119747655446054,-0.0363967827075573,-0.1284176081336001,-0.14056705840836312,-0.24541965180824304,2019
-0.15946579295739882,-0.11197476110116898,-0.036396783134974874,-0.12060623987439364,-0.06251721015594307,-0.2015081629438557,2019
-0.1594657934442954,-0.11197476038025475,-0.03639678215299989,-0.11338820075823924,-0.09030856093819038,-0.2500612040580508,2019
-0.15946579321015247,-0.11197476465947007,-0.03639678276394702,-0.1248046063859233,-0.09810576249918238,0.05194492652355191,2019
-0.15946579316109935,-0.11197476553109348,-0.03639678297851407,-0.12685878128532435,-0.12307382906778223,-0.298233710809134,2019
-0.15946579358088966,-0.11197476531070347,-0.03639678302960762,-0.12347004083547128,-0.10968083622050956,-0.33981195432940836,2019
-0.15946579307371025,-0.1119747657707445,-0.03639678225166226,-0.12501986731083942,-0.14020109832981942,-0.3403287078962542,2019
-0.15946579271438763,-0.11197476556911296,-0.03639678327414149,-0.12634449870405437,-0.1488477923905854,-0.08240847762259802,2019
-0.15946579302666974,-0.11197476527906378,-0.03639678253097976,-0.12500133587829726,-0.13658998744395123,-0.26441964723319245,2019
-0.15946579298923855,-0.11197476555920015,-0.036396782273200756,-0.12394623901967909,-0.12414877815281648,-0.23023101772339818,2019
-0.15946579323274226,-0.11197476515316254,-0.03639678233624664,-0.12666829461113221,-0.14569753524343315,-0.20687327756428692,2019
-0.15946579359778956,-0.11197476588836827,-0.03639678260227203,-0.12990014501762673,-0.1064889188201008,-0.37948563007908936,2019
-0.15946579316921936,-0.11197476584992552,-0.03639678213802283,-0.12876005281741085,-0.14680527490719433,-0.3217632429214543,2019
-0.15946579280746018,-0.11197476571789244,-0.03639678228502819,-0.127210849538199,-0.1488027538025519,-0.27305324704288686,2019
-0.15946579343197573,-0.11197476582408533,-0.03639678269697526,-0.1275942404006723,-0.11204233411316904,-0.33346110458312733,2019
-0.15946579330919833,-0.11197476566110612,-0.03639678260315626,-0.12779188329338692,-0.1418245920316071,-0.30363108186084736,2019
-0.1594657929606472,-0.11197476574199096,-0.03639678241675846,-0.12385316766366555,-0.13609045952249477,-0.3160884019984194,2019
-0.15946579325318547,-0.11197476284973985,-0.03639678253574168,-0.11210347700735238,-0.020059948235039034,-0.32776390338821554,2019
-0.15946579371863537,-0.11197476484959636,-0.03639678252650958,-0.1278437173652775,-0.1507577203357313,-0.32387534236800686,2019
-0.15946579325955448,-0.11197476565667532,-0.036396782853095756,-0.12851711498601362,-0.15010580728967562,-0.2046371653409009,2019
-0.1594657928592366,-0.11197476558367801,-0.036396782171924186,-0.12915111137073657,-0.163661139434244,-0.22753376716337986,2019
-0.15946579220419682,-0.11197476493660485,-0.03639678379674709,-0.12166854770924741,-0.08748271742598383,-0.07542036714903973,2019
-0.15946579173015601,-0.11197476589394756,-0.03639677988298951,-0.12661465516586456,-0.15098567475412872,-0.348026103623365,2019
-0.15946579287109952,-0.11197476526229518,-0.03639678336019373,-0.12206830938651263,-0.1322910381005225,-0.3385736335618116,2019
-0.15946579304790576,-0.11197476541661522,-0.03639678289011328,-0.12379554349006426,-0.12346394195751603,-0.21349537507246427,2019
-0.1594657928543377,-0.11197476561035703,-0.036396783423737755,-0.12802630212860475,-0.15673542433719245,-0.30477557885194084,2019
-0.1594657925632041,-0.11197476495063617,-0.03639678276685365,-0.12699399630493596,-0.1507339058424993,-0.11644817454138863,2019
-0.15946579229267144,-0.1119747646343136,-0.03639678286146869,-0.12805888326768147,-0.15790520619062431,-0.20475901760743934,2019
-0.1594657928402913,-0.11197476568142217,-0.036396783097223405,-0.1281264030804092,-0.14787207180080128,-0.3126590684841406,2019
-0.1594657934975449,-0.11197476583788962,-0.03639678279174497,-0.13031110153430162,-0.10123280156476214,-0.4211595339041015,2019
-0.15946579331235103,-0.11197476540103887,-0.03639678290217044,-0.12546332382685732,-0.13982575790137114,-0.35365135162336087,2019
