factor_1,factor_2,factor_3,factor_4,factor_5,factor_6,year
-0.15946579304697114,-0.11197476584052152,-0.03639678286880891,-0.12778856109169273,-0.0896212691908817,-0.16513566374513478,2019
-0.1594657928855296,-0.11197476561478499,-0.03639678208187045,-0.12756746048366097,-0.059197821191468804,-0.1984496654952157,2019
-0.15946579324326693,-0.11197476571362826,-0.036396782636819745,-0.1278118631205016,-0.14893408750954634,-0.23627404656217715,2019
-0.1594658066045232,-0.11197476001834931,-0.03639680397324346,8.570237955017168,-0.4145283817427287,-0.1482048654880138,2019
-0.1594658036694653,-0.11197476200776557,-0.03639679937595627,6.646854074897464,-0.3575589327637864,-0.09782149919842834,2019
-0.15946579307066658,-0.11197476572292399,-0.03639678225579839,-0.12771218623525407,-0.1462072620203756,-0.2398206560049682,2019
-0.1594657927510846,-0.11197476541343071,-0.036396782994599856,-0.12560704537534073,-0.11816705766646009,-0.1793779765955365,2019
-0.15946579341733855,-0.11197476577640274,-0.03639678264144131,-0.12803880382655639,-0.13740812462739566,-0.30715964470163015,2019
-0.1594657930861366,-0.11197476584118306,-0.03639678216587389,-0.128538386663004,-0.1530681895713444,-0.24081998328060797,2019
-0.1594657933321773,-0.11197476591361899,-0.036396782494204034,-0.12874661078659866,-0.15029959739983612,-0.3402898734271182,2019
-0.15946579337894404,-0.11197476585053635,-0.03639678247627105,-0.1264910858943295,-0.14479584783167235,-0.3161515447074362,2019
-0.1594657933809518,-0.11197476481412887,-0.03639678276285245,-0.11614955368354736,-0.14809004259692973,-0.1500040985860019,2019
-0.15946579944510142,-0.11197476276767389,-0.03639679580050349,5.220697775477518,-0.32185295333514274,0.7914574165670463,2019
-0.15946579111986164,-0.11197476581470889,-0.03639678014928017,-0.12474526780252618,-0.1458107934315455,-0.13378050537915967,2019
-0.15946579320962442,-0.11197476589768024,-0.03639678251943809,-0.12604067200713803,-0.11475302529727807,-0.13716530566707177,2019
-0.15946579337882585,-0.11197476562103358,-0.03639678278825752,-0.12146805535718673,-0.14066878444769695,-0.30255645796988534,2019
-0.1594657931078047,-0.11197476568213065,-0.036396782762112674,-0.1254563348087156,-0.14523801009452153,-0.29887773886120467,2019
-0.15946579284225074,-0.11197476557760466,-0.03639678274317431,-0.12023788434721581,-0.13066413038570265,-0.31356563176525465,2019
-0.1594657932245701,-0.11197476412475288,-0.03639678299367985,-0.11662077078195725,-0.13191436123294292,-0.20667479966315594,2019
-0.15946579283608003,-0.11197476567656588,-0.036396783090877224,-0.12363131771583492,-0.13789106914085428,-0.19636864168416157,2019
-0.15946579234453925,-0.11197476525405921,-0.036396783249320545,-0.12489680478607498,-0.03463018412685605,-0.07719229988641275,2019
-0.15946579271068123,-0.11197476544654027,-0.03639678310508901,-0.12470688232960361,-0.12050118639948035,-0.2730690694982778,2019
-0.15946579289417234,-0.1119747656626778,-0.036396782972195084,-0.1273073313585203,-0.13953542514683967,-0.1676859062638354,2019
-0.15946579290658788,-0.1119747655165533,-0.03639678299660885,-0.12110980606796569,-0.1301804658729144,-0.2825232452767007,2019
-0.15946579273862507,-0.11197476558009445,-0.036396783017286195,-0.127184391941655,-0.14139747165251118,-0.2788731558021737,2019
-0.15946579273862507,-0.11197476558009445,-0.036396783017286195,-0.127184391941655,-0.14139747165251118,-0.2788731558021737,2019
-0.15946579299921682,-0.11197476568009117,-0.03639678300919076,-0.1279198697528315,-0.14263957404950534,-0.30293849349050633,2019
-0.15946579256605284,-0.11197476519025795,-0.036396782236103736,-0.12719203286340758,-0.13011037697913852,0.13292529890999272,2019
-0.15946579136974018,-0.11197476509294176,-0.03639678123312078,-0.12764392881129905,-0.1303757655899663,0.40795515076200284,2019
-0.15946579023261345,-0.1119747650760305,-0.03639678539447306,-0.12689780987251456,-0.08834181872721414,-0.17199679195969392,2019
-0.1594657935780537,-0.11197476481150308,-0.03639678267998603,-0.12697832254538313,0.08677773473215294,-0.3345314272395768,2019
-0.15946579343151643,-0.11197476524356653,-0.03639678267869786,-0.12589159260594535,-0.09860709462445073,-0.32195669774725844,2019
-0.1594657935305157,-0.11197476503334965,-0.03639678288848293,-0.12919451384350186,-0.14553557292342456,-0.3200105664333304,2019
-0.15946579338284533,-0.11197476565540751,-0.036396782728536387,-0.12779810081710444,-0.12877004542447543,-0.29587660428775464,2019
-0.15946579322453103,-0.11197476524400819,-0.03639678297142823,-0.12821307500692375,-0.13734201494192613,-0.29361732238316435,2019
-0.15946579315324758,-0.11197476575344285,-0.036396782236968496,-0.12725952776079302,-0.14619218237590087,-0.28804466666578205,2019
-0.1594657911130386,-0.11197476608650676,-0.036396779074869774,-0.1253495013746842,-0.1593679227408553,-0.2940791414058546,2019
-0.15946579178251524,-0.11197476489342377,-0.036396780536381554,-0.12746642089434065,-0.15075742398309144,-0.2212173331722311,2019
-0.15946579353135645,-0.11197476475322966,-0.036396782602698526,-0.12760966979391644,-0.12368178685831095,-0.17061847615081704,2019
-0.15946579318284457,-0.11197476589867547,-0.03639678253916382,-0.12830568175992743,0.12029569403660673,-0.23777506035122994,2019
-0.15946579294135388,-0.11197476570788216,-0.03639678307445546,-0.12850255000475816,-0.1147290692378882,-0.29314848309520625,2019
-0.15946579314614767,-0.11197476589609447,-0.03639678314127229,-0.12940693794587033,0.08120972553395352,-0.2781857823081697,2019
-0.15946579292295165,-0.1119747657662635,-0.03639678282910266,-0.12821938249154535,-0.1483574614809316,0.0522902306928723,2019
-0.1594657928744498,-0.11197476572133667,-0.03639678270389828,-0.12808624344327282,-0.11216626516017428,-0.06582710854168698,2019
-0.15946580162616003,-0.11197476000794054,-0.03639679747509357,5.6635365355212555,-0.14053698258442124,-0.04367764358187514,2019
-0.1594657930262104,-0.11197476489888149,-0.0363967820100292,-0.11877104100881228,-0.1430896370125022,-0.2511847036212551,2019
-0.15946579333593766,-0.11197476527851805,-0.03639678257400971,-0.12576237968201887,-0.11714214609518299,-0.15651264355221728,2019
-0.15946580623837583,-0.11197475958303238,-0.036396805188935594,8.852359120151938,-0.2220257127845456,0.12309648566562487,2019
-0.15946579233198935,-0.11197476496107397,-0.036396783319067795,-0.11246304721957061,-0.10965830250858702,-0.1130287004648667,2019
-0.15946579348207374,-0.11197476383679811,-0.036396782537632476,-0.11747539322146025,-0.10059167681247864,-0.25002793267376444,2019
-0.15946579366447042,-0.11197476523374673,-0.03639678278317322,-0.129491318796372,-0.15806035027214235,-0.2827973752738614,2019
-0.15946579325955448,-0.11197476565667532,-0.036396782853095756,-0.12851711498601362,-0.15010580728967562,-0.2046371653409009,2019
-0.159465792967768,-0.11197476552539014,-0.036396782341644326,-0.12890502284600225,-0.16311025859553993,-0.2659818726009669,2019
-0.15946579220419682,-0.11197476493660485,-0.03639678379674709,-0.12166854770924741,-0.08748271742598383,-0.07542036714903973,2019
-0.15946579185301046,-0.11197476566135463,-0.036396780300488346,-0.12819840008582947,-0.1578936842578563,-0.39159686794723086,2019
-0.4863682697178862,5.80281995648698,0.4681841725310507,-0.13722334149144463,-0.41009092993190654,-0.2283267551286602,2019
-0.15946579344121162,-0.11197476278025385,-0.03639678269813571,-0.122055475030182,-0.13414865185964142,-0.16979481435443666,2019
-0.1594657932534908,-0.1119747651514958,-0.03639678257967208,-0.12765989900419034,-0.14083338311801874,-0.2870733919206193,2019
-0.15946579185199772,-0.11197476526394953,-0.0363967803088095,-0.12531909149688086,-0.09193770290250665,-0.26280797223311775,2019
-0.1594657934315218,-0.11197476531725134,-0.0363967825577057,-0.12649360390644637,-0.15388213356753735,-0.18304822982409935,2019
-0.15946579290661192,-0.11197476581350954,-0.036396782166881914,-0.12406917278281164,-0.1481523004316347,-0.2588990948319391,2019
-0.15946579215143603,-0.11197476497755333,-0.036396783030708785,-0.1253504858168498,-0.10142674440356378,0.4231320879488066,2019
-0.1594657934634855,-0.11197475922636164,-0.03639678171261821,-0.1214179961166509,-0.114914376477827,-0.12680785078125772,2019
-0.15946579396188956,-0.111974758788239,-0.03639678217614051,-0.1261733018462857,-0.061804246994007876,-0.3077571742216949,2019
-0.15946579204020933,-0.11197476488037662,-0.03639678065109471,-0.12230780156711875,-0.03305057406018904,-0.280048616141657,2019
-0.15946579083085452,-0.11197476547089374,-0.03639677841130001,-0.1250255608389265,-0.15627388911219553,-0.31070276877236697,2019
-0.15946578945524803,-0.11197476553110096,-0.03639677687125361,-0.12731438285496152,-0.15458271433168352,-0.272389419197321,2019
-0.15946579289889273,-0.11197476584805484,-0.03639678262272643,-0.12607534902406267,-0.15516517395550727,-0.31857084810988184,2019
-0.15946579343186,-0.11197476533791705,-0.03639678237638398,-0.128995696284753,-0.08658942391016047,-0.31991576867179183,2019
-0.15946578942519843,-0.11197476568430245,-0.03639677728696468,-0.12717387696585714,-0.1425424133401328,-0.03473744565704528,2019
-0.1594657932114862,-0.11197476583716687,-0.03639678233292237,-0.1266022388386997,-0.15187303808761202,-0.28693170598364687,2019
-0.15946579293712648,-0.11197476587102399,-0.036396782243292236,-0.12756996682210736,-0.11246253670596346,-0.29952433866698236,2019
-0.15946579307986888,-0.111974765766009,-0.03639678265605873,-0.12701808628986286,-0.03974463194468482,-0.31517854652507227,2019
-0.15946579309321007,-0.11197476569548312,-0.036396782825991944,-0.1273592395955325,-0.13054719564916903,-0.30352286321479005,2019
-0.15946579192401966,-0.11197476539379607,-0.036396780419412536,-0.1237553998957428,-0.08112301344615515,-0.3019703230174068,2019
-0.15946579325016166,-0.11197476450023512,-0.03639678201972307,-0.12813839306964106,-0.15238176030543718,-0.2964648179135915,2019
-0.15946579320398357,-0.11197476568717332,-0.03639678258508281,-0.1270535350241648,-0.1456762766534028,-0.2610437765219238,2019
-0.1594657933143153,-0.11197476592428626,-0.03639678285308403,-0.12787972242910947,-0.165049676609983,-0.2909559330601313,2019
-0.1594657932805889,-0.11197476581808555,-0.03639678217807624,-0.12921995807981787,-0.06751622318666321,-0.3170606572213961,2019
-0.15946579329092553,-0.11197476587870023,-0.03639678223918534,-0.1287586850458117,0.02760220348201185,-0.3928422356406309,2019
-0.1594657928039634,-0.11197476582819683,-0.0363967819226968,-0.12695979841689295,-0.13879138125445636,-0.20071483633882178,2019
-0.15946579279745568,-0.11197476589687878,-0.03639678210020807,-0.12527075483932587,-0.15487504378533412,-0.25459184263488377,2019
-0.15946579348274728,-0.11197476574119193,-0.03639678249492572,-0.12564599695704168,-0.054441370092260244,-0.35144112309006414,2019
-0.15946579317335063,-0.11197476526370541,-0.03639678222163297,-0.12429788795243793,-0.1438359392963471,-0.2724972848999366,2019
-0.159465793047564,-0.11197476581397861,-0.036396782686743116,-0.12606513951682735,-0.14900586175158684,-0.3547687359306707,2019
-0.159465793225595,-0.11197476582485844,-0.036396782685705655,-0.12872390459695332,-0.030378517810314542,-0.3732195136895948,2019
-0.15946579327323682,-0.1119747657988345,-0.03639678236501531,-0.12868904071060638,-0.1493698029527307,-0.33511977261427855,2019
-0.15946579307811268,-0.11197476585751058,-0.036396782028649245,-0.1296525540308321,-0.11425066591203586,-0.24758951648932442,2019
-0.1594657931263799,-0.11197476586631744,-0.03639678184198874,-0.12612160042979106,0.009968925252293426,-0.32740591383456563,2019
-0.15946579173149872,-0.11197476516056376,-0.036396781257141735,-0.12327135973875465,-0.1116320598396481,-0.09165862806093351,2019
-0.15946579311825457,-0.11197476568884429,-0.0363967824959831,-0.12630014392775202,-0.14574677792556587,-0.28520891292779443,2019
-0.1594657932385624,-0.11197476555559198,-0.03639678266497273,-0.12098483709855223,-0.14448689033830533,-0.22509493783565154,2019
-0.1594657928678933,-0.1119747657833769,-0.03639678294238556,-0.1281647368959141,-0.1368457580681333,-0.1662735299908256,2019
-0.15946579344905215,-0.11197476584253178,-0.03639678254066754,-0.12818083071781566,-0.10915502327566017,-0.29489872561006425,2019
-0.15946579308815606,-0.1119747656427862,-0.03639678222170594,-0.12398385878846865,-0.14848678974794824,-0.25127948993822286,2019
-0.15946579308859055,-0.11197476586349679,-0.03639678223777419,-0.12880073832560968,-0.14883389185669854,-0.25220298192117424,2019
-0.15946579297257074,-0.11197476597521264,-0.03639678191564841,-0.12733632169408446,-0.1480825705151126,-0.27413351373513234,2019
-0.159465792656343,-0.1119747657431973,-0.036396781893989545,-0.12851204025749385,-0.13525199746332742,-0.12931581302426615,2019
-0.15946579286175683,-0.11197476557078953,-0.036396782419762665,-0.12678637705903978,-0.15222744929926116,-0.19036540751632675,2019
-0.15946579263174032,-0.11197476581160383,-0.036396782809238755,-0.12852265978981642,-0.08992744677317312,-0.10349130632838072,2019
-0.15946579299097208,-0.11197476546836692,-0.03639678266472117,-0.1260861710992035,-0.1162213636001522,0.04523848874311469,2019
-0.15946579308837142,-0.11197476585104221,-0.03639678229706567,-0.12835042957976697,-0.15326724534048905,-0.3404784332945212,2019
-0.15946579297143706,-0.11197476574875166,-0.03639678224142998,-0.1292400980864966,-0.1544135934526901,-0.2935722512449891,2019
-0.1594657928366243,-0.11197476539807477,-0.03639678229848597,-0.12647530174315386,-0.1094356328492606,-0.12305974165762373,2019
-0.159465791302276,-0.11197476529621979,-0.03639678108013434,-0.12570119670011065,-0.12442275560951167,0.2829396402305646,2019
-0.15946579334433436,-0.11197476564157127,-0.03639678255717449,-0.1284393038150925,-0.13923818071862717,-0.19078773903318777,2019
-0.15946579316263298,-0.11197476562369206,-0.03639678267193841,-0.1278467754360719,-0.009720158124015174,-0.23979350820288806,2019
-0.15946579328991198,-0.11197476515740686,-0.0363967823421614,-0.12853445377905645,-0.1483013950635218,-0.1732931300287192,2019
-0.15946579279048917,-0.11197476581024098,-0.03639678172007244,-0.1283977357317918,-0.1490212870362212,-0.29422638009950747,2019
-0.15946579186222337,-0.11197476483392722,-0.036396781110276846,-0.12231129665107843,-0.10574104950679626,0.011593430062195651,2019
-0.15946579244179165,-0.11197476562117446,-0.03639678193544968,-0.12423999428672694,-0.15710893048675875,-0.16548024215547238,2019
-0.15946579113080286,-0.11197476562028326,-0.03639678420253146,-0.12722699400088647,-0.15287247316366157,0.15398261211789438,2019
-0.159465791410287,-0.11197476606700735,-0.03639678028854898,-0.12794333172934383,-0.14939640912423907,0.13640081622680456,2019
-0.1594657933163523,-0.11197476558604778,-0.03639678262070074,-0.12684211496901573,-0.14396307598409494,-0.1845606309183851,2019
-0.15946579313233766,-0.11197476569399512,-0.03639678264603765,-0.127913520024526,-0.142194019286803,-0.1830904498341105,2019
-0.1594657932692035,-0.1119747656950044,-0.036396782599755394,-0.12383889815681293,-0.1403800145151842,-0.2826595921927845,2019
-0.1594657932256916,-0.11197476567299676,-0.03639678259053336,-0.12217458531303954,-0.136775148507522,-0.26954863386280625,2019
-0.15946579338875236,-0.11197476593062503,-0.03639678245689948,-0.12824297427300974,-0.15449767957845228,-0.2517610303803576,2019
-0.1594657935847413,-0.11197476585849359,-0.03639678267916058,-0.12478151355438304,-0.15873558973081478,-0.27745962268427105,2019
-0.15946579340424094,-0.11197476580555746,-0.03639678269171572,-0.1281971252077706,-0.11776980235423654,-0.26062183911710507,2019
-0.15946579318869347,-0.1119747657203492,-0.03639678252573361,-0.12718995373817682,-0.14534738112097184,-0.290350074702817,2019
-0.15946579310013734,-0.11197476538221925,-0.03639678249078643,-0.12723085189352606,-0.15999187649306984,-0.2799240462883782,2019
-0.15946579327943064,-0.11197476565832418,-0.03639678252378883,-0.12422348889235404,-0.1524873563413046,-0.3031302425806337,2019
-0.1594657934204708,-0.11197476571204903,-0.03639678275375602,-0.1271016715545595,-0.1636594138108964,-0.2384716263026764,2019
-0.15946579352951867,-0.11197476573538122,-0.03639678261056658,-0.12844066627136513,-0.15631218784861234,-0.19871681432975358,2019
-0.15946579282815357,-0.11197476552214275,-0.03639678319517051,-0.12849522935157418,-0.15830001889516918,-0.15690590938784701,2019
-0.1594657932329729,-0.1119747656454785,-0.036396782580434536,-0.12741713742765018,-0.14185628227290836,-0.27344252399429786,2019
-0.15946579328311186,-0.11197476578940106,-0.03639678234818177,-0.1273442626291373,-0.15206865988595966,-0.3232595661624621,2019
-0.15946579319113063,-0.11197476571481284,-0.03639678241788298,-0.1278981950448781,-0.1443612926570063,-0.3001205537995828,2019
-0.15946579296849836,-0.11197476559393026,-0.03639678218737832,-0.1281407408077145,-0.14540336460252037,-0.21153484702860073,2019
-0.1594657929528347,-0.11197476600969658,-0.03639678213837482,-0.1299866303343376,-0.06569894205500981,-0.22068561025023387,2019
-0.15946579206840195,-0.11197476478360717,-0.036396780779066246,-0.125484741143121,-0.11470114647233147,-0.10671621416471368,2019
-0.159465792596229,-0.11197476475820539,-0.03639678109197165,-0.12258646587667453,-0.13859771396178575,-0.19419093966586798,2019
-0.15946579308875714,-0.11197476544551159,-0.0363967823045155,-0.1280686267590896,-0.14836859550496906,-0.2668292990857903,2019
-0.1594657933116833,-0.11197476494907062,-0.03639678255667218,-0.12367374816420663,-0.14100670066789522,-0.23886884683203613,2019
-0.15946579300753577,-0.11197476575538752,-0.03639678216952923,-0.1285705161830867,-0.15110800502082855,-0.32737849704370525,2019
-0.15946579263271926,-0.11197476573620588,-0.03639678283848843,-0.12572516473017367,-0.14494172142237688,-0.19407312688143255,2019
-0.15946579317732826,-0.11197476582044137,-0.03639678228904369,-0.12374072417232485,-0.14136162965287288,-0.28843225008608714,2019
-0.1594657929074776,-0.11197476560651533,-0.036396782015019204,-0.12332858378629659,-0.1482618961277542,-0.2756975615191286,2019
-0.15946579295902724,-0.11197476564543979,-0.036396781995693774,-0.12598591770910292,0.042023428141497905,-0.2575134027804798,2019
-0.15946579304132252,-0.11197476538091129,-0.036396782147871475,-0.12168598934268149,-0.14249947393489498,-0.28622928186550856,2019
-0.1594657933595054,-0.11197476534211107,-0.03639678263446214,-0.1235895873620282,-0.13759229049763816,-0.28506630519727444,2019
-0.15946579302082187,-0.11197476566913496,-0.03639678241772356,-0.12726826892805446,-0.1413662193442337,-0.19603928211637708,2019
-0.15946579323331384,-0.1119747657706996,-0.036396782440215006,-0.1241251546767314,-0.15497290211900164,-0.32082986797208757,2019
-0.15946579304031094,-0.11197476587772197,-0.03639678212088383,-0.12803804964719223,-0.16908188520890194,-0.07011249382597909,2019
-0.15946579316053255,-0.11197476578045319,-0.03639678277477566,-0.126892841838557,-0.13183931296953086,-0.17223922985643098,2019
-0.159465793477775,-0.11197476494945688,-0.03639678265008135,-0.12782818615174973,-0.1366313567309487,-0.34152163199791846,2019
-0.1594657933993505,-0.11197476562646656,-0.036396782738279274,-0.12865581526009,-0.10015519815547845,-0.20470509262865447,2019
-0.15946579331269756,-0.11197476524564494,-0.03639678273294352,-0.12520536347697778,-0.13415566860112976,-0.2805783295806396,2019
-0.15946579335522587,-0.11197476528263509,-0.03639678295508351,-0.12509832075578645,-0.04935570732981096,-0.22623259570773827,2019
-0.15946579333407088,-0.11197476567377325,-0.03639678253749702,-0.12734278430016002,-0.12197746558258377,-0.2823643967549642,2019
-0.15946579307257636,-0.11197476521461555,-0.03639678302531745,-0.12563632358691823,-0.1328796501579453,-0.26711053978232047,2019
-0.15946579305479833,-0.11197476546604944,-0.03639678304457648,-0.12820530030432714,-0.03909918335509374,-0.04419622052936362,2019
-0.15946579067189948,-0.11197476580253359,-0.036396782782080375,-0.12155421573490824,-0.08472155005309508,1.3117741409204544,2019
-0.15946579268802072,-0.11197476568150234,-0.03639678310305437,-0.1275720720226985,0.08429632190429229,0.007865624649842707,2019
-0.15946579334305858,-0.11197476568665617,-0.036396782878530376,-0.12005223195416193,-0.15469374838877867,-0.1526700851753694,2019
-0.15946579318946813,-0.11197476564419027,-0.03639678280089229,-0.12814143607309134,-0.1386920856938374,-0.16382663425635746,2019
-0.15946579215901985,-0.11197476586711719,-0.036396781836800604,-0.12891934252692233,-0.15479010254039663,0.15060210557320108,2019
-0.15946579326478866,-0.11197476564183498,-0.03639678277051236,-0.12579803665917907,-0.15273729513028372,-0.07967356660393077,2019
-0.15946579307838407,-0.11197476556265096,-0.03639678233686232,-0.12099292469030383,-0.1442082656961223,0.01570903540979402,2019
-0.15946579297033364,-0.1119747658016362,-0.036396782053753005,-0.12845008373137745,-0.15020402869160324,-0.2414499237761818,2019
-0.15946579209661227,-0.11197476559445167,-0.03639678242328133,-0.12396399974816097,-0.1457387716175182,-0.09346052071471099,2019
-0.1594657931325492,-0.11197476558284325,-0.03639678282594952,-0.11991133521150676,-0.13074062635375253,-0.1170855547506718,2019
-0.15946579332013558,-0.11197476558434266,-0.03639678264628383,-0.12253459508180417,-0.14641829031917156,-0.06568577156774591,2019
-0.15946579330794053,-0.11197476570961218,-0.036396782605863286,-0.12787781492108052,-0.14639153819883186,-0.12899258086704127,2019
-0.15946579269404088,-0.11197476571457411,-0.036396783002092745,-0.127362445880123,-0.13953365947470706,0.12425967245856188,2019
-0.15946579331368135,-0.11197476578767847,-0.036396782705996326,-0.12113884836341475,-0.15006165344476668,-0.09696681030643572,2019
-0.25329752567213776,1.5857653249882286,0.10843450047017962,-0.11615635537040148,0.006596073256185857,-0.005221578603646559,2020
-0.15946579285664614,-0.11197476364206807,-0.036396783699226894,-0.10998346794637416,0.2213265578462212,-0.2731690263563258,2020
-0.1594657937946209,-0.11197476414721905,-0.03639678306179752,-0.11723865806112821,0.18309963583256977,-0.3282650916521363,2020
-0.1594657934800252,-0.11197476547952538,-0.03639678273297292,-0.1266558346554449,-0.11441259529984732,-0.27427725257452595,2020
-0.15946579094662938,-0.11197476284295954,-0.03639677842362066,-0.12853153323529526,-0.14208163565186865,-0.3005698303479856,2020
-0.15946579302658562,-0.11197476557943711,-0.03639678326283432,-0.12145487769992008,-0.12778215371192286,-0.28042793809445615,2020
-0.159465792334295,-0.11197476550431601,-0.03639678332242229,-0.12707014378102513,-0.13959870910044986,-0.26427827559648454,2020
-0.15946579312122633,-0.11197476328570409,-0.036396782961343355,-0.12677114416944554,-0.14582537752376223,-0.23450573829122592,2020
-0.15946579304981676,-0.11197476439904405,-0.03639678312363508,-0.11941392526665487,0.07002106725532702,-0.02065302675430113,2020
-0.15946579366626493,-0.11197476270184673,-0.03639678258914468,-0.12320557505986109,-0.1015175904705455,-0.3133243428071806,2020
-0.15946579327215635,-0.11197476187198568,-0.03639678281802266,-0.12325113949009328,-0.13363885019589977,-0.28779208927148847,2020
-0.15946579340791642,-0.11197476547131194,-0.03639678279857337,-0.127475726083672,-0.08496639375697242,-0.2491612010858029,2020
-0.1594657931122134,-0.11197476560316977,-0.036396782920465866,-0.12791280637936286,-0.15284956026737032,-0.08391756978255867,2020
-0.15946579327071467,-0.11197476331175216,-0.036396782617189025,-0.1256261301930349,-0.0605118132011221,-0.21460697038149104,2020
-0.15946579347332532,-0.11197476536837501,-0.036396782733794465,-0.12663818253247008,-0.13663029897994652,-0.29547793584992954,2020
-0.15946579354739776,-0.11197476570943592,-0.03639678258363991,-0.1285543930247005,-0.14170536384105495,-0.2902459727168204,2020
-0.15946579334576746,-0.1119747649874812,-0.03639678274023219,-0.12391917506789356,-0.10832475541827322,-0.29712118891157624,2020
-0.15946579350807064,-0.11197476498974411,-0.03639678275911471,-0.12250541038354071,-0.13752898985440562,-0.29374396141631787,2020
-0.1594657917380853,-0.11197476573969779,-0.03639678154293172,-0.12936305891483443,-0.14223521232538416,0.11607514253182924,2020
-0.15946579333942895,-0.11197476582177977,-0.0363967823335835,-0.1280856304539875,-0.14154784962157296,-0.3360622130211788,2020
-0.1594657933594174,-0.11197476574481201,-0.03639678255011362,-0.12708774706448606,-0.13995002684173988,-0.26747040119084264,2020
-0.15946579325597673,-0.11197476535003685,-0.036396782645144996,-0.12532479608265154,-0.1433448069601666,-0.1810729458156143,2020
-0.15946579330479432,-0.11197476527911077,-0.03639678271957375,-0.12768950088329029,-0.13442512829752934,-0.291740032158669,2020
-0.1594657934033724,-0.11197476569248074,-0.03639678246131687,-0.12893644543545962,-0.12235219199180233,-0.2894851622634499,2020
-0.159465793231757,-0.11197476550657251,-0.03639678306821648,-0.12653402220907348,-0.11722177344123824,-0.26325154639451387,2020
-0.159465793307175,-0.1119747652729334,-0.03639678334488681,-0.12551853215632394,-0.14519951709207313,-0.31329090826282924,2020
-0.15946579319950965,-0.11197476462002831,-0.03639678302378258,-0.12042168272982458,-0.015428651944843358,-0.324396144627727,2020
-0.15946579328914734,-0.11197476539728024,-0.03639678257316677,-0.1276671722287331,-0.14253494068149092,-0.26297291800576533,2020
-0.1594657935849398,-0.11197476565309021,-0.036396782630847564,-0.12909615309606337,-0.15141070914628763,-0.3264278245849308,2020
-0.15946579241236888,-0.11197476496875149,-0.03639678114696908,-0.12612437481135969,-0.09332758726635586,-0.1735746419308685,2020
-0.15946579336196742,-0.111974764425771,-0.036396782574599405,-0.12332145207438365,-0.010037378486117165,-0.3055095694247822,2020
-0.15946579256552537,-0.11197476237420781,-0.03639678480188765,-0.11782512425613553,1.6220074261473367,-0.27954060402155545,2020
-0.1594657934558427,-0.11197476554641586,-0.036396782895234035,-0.12911406164488695,-0.06890300802176091,-0.10932569830295191,2020
-0.15946579362282973,-0.11197476480526442,-0.036396782491559476,-0.12923155327585556,-0.12753558162376494,-0.3487763246545612,2020
-0.15946579346481773,-0.11197476527500667,-0.03639678258246536,-0.12885284868969596,-0.13843136836938075,-0.20040557506335102,2020
-0.15946579256444074,-0.1119747656818695,-0.03639678164935294,-0.1275071160050401,-0.14304131092696604,-0.20172461931758195,2020
-0.15946579378652365,-0.1119747650788199,-0.03639678269976324,-0.12732570678431937,-0.12831270200515085,-0.14770497168423075,2020
-0.15946579374597028,-0.11197476457138672,-0.03639678265077364,-0.1293874136102333,-0.13137204907717093,-0.3670156876544303,2020
-0.15946579375680242,-0.11197476438490989,-0.03639678268251139,-0.1232351735161978,-0.11964846471829327,-0.3109994715597792,2020
-0.15946579214122603,-0.11197476556002742,-0.03639678318045541,-0.12616682192155906,-0.13382904124397776,-0.16083770601505462,2020
-0.1594657929203278,-0.11197476455514882,-0.036396783263943744,-0.12082228102906108,0.2445613338541067,-0.14946618487360105,2020
-0.15946579294482377,-0.11197476593773295,-0.036396783543783943,-0.12935288481631246,-0.09551364533764962,-0.09962565799536298,2020
-0.15946579327024782,-0.11197476587793163,-0.03639678289470475,-0.12950367961332165,-0.11400407563408597,-0.11721878805327501,2020
-0.15946579203949643,-0.11197476476451276,-0.03639678367266447,-0.12874958493815689,-0.13619432009681948,-0.22271870324984905,2020
-0.15946579369209643,-0.1119747657257873,-0.03639678288243247,-0.1276730235045822,0.19005098307257867,-0.20985786709253718,2020
-0.15946578956844978,-0.11197476387885248,-0.0363967837438706,-0.08431848079161673,-0.08016778827740985,1.4513688884148168,2021
-0.1594657929830568,-0.11197476512733541,-0.03639678279552051,-0.12497065982910435,-0.1089254745977133,0.04292729237004252,2021
-0.15946579362745042,-0.11197476446052797,-0.03639678282084358,-0.11889493698944266,-0.1502946175259274,-0.17260601504584813,2021
-0.1594657932435706,-0.11197476565303885,-0.03639678258350162,-0.12746066400424494,-0.142128814437722,-0.27387865198416894,2021
-0.15946579085411325,-0.11197476597139258,-0.03639678210887713,-0.056535421810584685,-0.16849916542127075,2.3068157271699157,2021
-0.15946579316433224,-0.11197476559651044,-0.03639678256056927,-0.12705247266282316,-0.13847146879728878,-0.2573816797489962,2021
-0.1594657916441881,-0.11197476038448304,-0.03639678549156867,-0.10816441289511734,4.6577003279166505,0.09527265515187461,2021
-0.15946579280636686,-0.11197476558425676,-0.03639678329398202,-0.1276144617618684,-0.14563853927106954,-0.29283082230807544,2021
-0.159465793236168,-0.11197476573877288,-0.03639678247652175,-0.12713176780094,-0.1310894277026858,-0.22765197575433113,2021
-0.1594657932409736,-0.11197476565614979,-0.03639678278926868,-0.1262006207012834,-0.13985100552264235,-0.16932229892521933,2021
-0.15946579638081754,-0.11197476334634172,-0.03639678870516328,2.2749113739776226,0.14301682778963798,0.08324487533180058,2021
